Recursion Count, Time
2,3437191006
4,3455316464
6,3327126575
8,3385543579
10,3358189850
12,3398144727
14,3387265725
16,3378728054
18,3364940858
20,3410267546
22,3428628260
24,3906598807
26,3611816924
28,3770807156
30,3826234641
32,3575896143
34,3448804850
36,3451744193
38,3440447059
40,3490836367
42,3461461223
44,3651891773
46,3705839463
48,3591472972
50,3614356822
52,3744860616
54,3562337458
56,3634778846
58,3649469434
60,3636174593
62,4109783821
64,4014276207
66,3795114533
68,3873309131
70,4101450313
72,4045495512
74,4114641844
76,4086074216
78,3950870322
80,4024462307
82,4223001813
84,4161921273
86,3874667359
88,3821717562
90,3836985260
92,3852702128
94,3887447020
96,3915418059
98,3959176142
100,3917244590
102,3948127427
104,4075068228
106,4067828396
108,4148799794
110,4450403276
112,4469090583
114,4367758589
116,4608001397
118,4354768270
120,4396901693
122,4484801899
124,4591313998
126,4578047317
128,4616092848
130,4620305134
132,4686015763
134,4594859202
136,4617562614
138,4740484259
140,4751645269
142,4874296789
144,4657161163
146,4794809135
148,4740743546
150,4853438322
152,4985908527
154,4953441837
156,4942332628
158,4930961682
160,4820727404
162,4713020576
164,4675587503
166,4672035963
168,5212478370
170,5229334974
172,5397328760
174,5427625818
176,5442820764
178,5349187301
180,5555589085
182,5571288651
184,5545688014
186,5537643211
188,5519982015
190,5946354546
192,5741416683
194,6055889258
196,5928409192
198,5681032048
200,5754567845
202,5841924069
204,5842160260
206,5969092023
208,5945479723
210,6165245777
212,5926041660
214,6082832833
216,6022228368
218,5992659541
220,6102825082
222,6058130452
224,6091425551
226,6159028072
228,6121246961
230,6141406687
232,6197459270
234,6300884907
236,6237078993
238,5939879358
240,6103941794
242,6187695345
244,6212228983
246,6277303598
248,6126338538
250,6147263515
252,6217599024
254,6279549654
256,6278613606
258,6243432937
260,6440529635
262,6551146182
264,6403855637
266,6368696102
268,6810153281
270,6137193501
272,6479894278
274,6447529025
276,6511864089
278,6530776959
280,6846810486
282,6756288579
284,6581336691
286,6578096045
288,6697798998
290,6808573252
292,6532862656
294,6713810508
296,6791540045
298,6865681293
300,6900151395
