--------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------

NOTES:  Run output sample:
        - Testing quick sort and its elapsed time over various array sizes and recursion limits.
        - Time totals are of average of running each case three times.
--------------------------------------------------------------------------------------------------------


============= Quick Sort for Array Size: 20000 =============

Recursions #: 122  |  Elapsed Time:   0 sec : 212 ms : 667170 ns = 212667170 ns
Recursions #: 124  |  Elapsed Time:   0 sec : 224 ms : 681788 ns = 224681788 ns
Recursions #: 126  |  Elapsed Time:   0 sec : 218 ms : 235133 ns = 218235133 ns
Recursions #: 128  |  Elapsed Time:   0 sec : 218 ms : 634141 ns = 218634141 ns
Recursions #: 130  |  Elapsed Time:   0 sec : 221 ms : 614431 ns = 221614431 ns
Recursions #: 132  |  Elapsed Time:   0 sec : 232 ms : 849307 ns = 232849307 ns
Recursions #: 134  |  Elapsed Time:   0 sec : 218 ms : 736003 ns = 218736003 ns
Recursions #: 136  |  Elapsed Time:   0 sec : 216 ms : 388178 ns = 216388178 ns
Recursions #: 138  |  Elapsed Time:   0 sec : 222 ms : 867302 ns = 222867302 ns
Recursions #: 140  |  Elapsed Time:   0 sec : 235 ms : 927941 ns = 235927941 ns
Recursions #: 142  |  Elapsed Time:   0 sec : 233 ms : 584754 ns = 233584754 ns
Recursions #: 144  |  Elapsed Time:   0 sec : 235 ms : 273579 ns = 235273579 ns
Recursions #: 146  |  Elapsed Time:   0 sec : 229 ms : 858518 ns = 229858518 ns
Recursions #: 148  |  Elapsed Time:   0 sec : 226 ms : 497155 ns = 226497155 ns
Recursions #: 150  |  Elapsed Time:   0 sec : 233 ms : 292799 ns = 233292799 ns
Recursions #: 152  |  Elapsed Time:   0 sec : 244 ms : 127481 ns = 244127481 ns
Recursions #: 154  |  Elapsed Time:   0 sec : 246 ms : 148808 ns = 246148808 ns
Recursions #: 156  |  Elapsed Time:   0 sec : 247 ms : 832312 ns = 247832312 ns
Recursions #: 158  |  Elapsed Time:   0 sec : 243 ms : 176351 ns = 243176351 ns
Recursions #: 160  |  Elapsed Time:   0 sec : 250 ms : 114515 ns = 250114515 ns
Recursions #: 162  |  Elapsed Time:   0 sec : 253 ms : 837037 ns = 253837037 ns
Recursions #: 164  |  Elapsed Time:   0 sec : 257 ms : 924526 ns = 257924526 ns
Recursions #: 166  |  Elapsed Time:   0 sec : 255 ms : 362420 ns = 255362420 ns
Recursions #: 168  |  Elapsed Time:   0 sec : 253 ms : 139122 ns = 253139122 ns
Recursions #: 170  |  Elapsed Time:   0 sec : 260 ms : 398285 ns = 260398285 ns
Recursions #: 172  |  Elapsed Time:   0 sec : 271 ms : 572165 ns = 271572165 ns
Recursions #: 174  |  Elapsed Time:   0 sec : 261 ms : 126085 ns = 261126085 ns
Recursions #: 176  |  Elapsed Time:   0 sec : 261 ms : 922763 ns = 261922763 ns
Recursions #: 178  |  Elapsed Time:   0 sec : 262 ms : 58005 ns = 262058005 ns
Recursions #: 180  |  Elapsed Time:   0 sec : 255 ms : 326063 ns = 255326063 ns
Recursions #: 182  |  Elapsed Time:   0 sec : 252 ms : 766658 ns = 252766658 ns
Recursions #: 184  |  Elapsed Time:   0 sec : 255 ms : 503343 ns = 255503343 ns
Recursions #: 186  |  Elapsed Time:   0 sec : 277 ms : 119220 ns = 277119220 ns
Recursions #: 188  |  Elapsed Time:   0 sec : 284 ms : 784643 ns = 284784643 ns
Recursions #: 190  |  Elapsed Time:   0 sec : 271 ms : 834922 ns = 271834922 ns
Recursions #: 192  |  Elapsed Time:   0 sec : 275 ms : 644808 ns = 275644808 ns
Recursions #: 194  |  Elapsed Time:   0 sec : 274 ms : 412983 ns = 274412983 ns
Recursions #: 196  |  Elapsed Time:   0 sec : 281 ms : 407174 ns = 281407174 ns
Recursions #: 198  |  Elapsed Time:   0 sec : 284 ms : 686615 ns = 284686615 ns
Recursions #: 200  |  Elapsed Time:   0 sec : 277 ms : 327700 ns = 277327700 ns
Recursions #: 202  |  Elapsed Time:   0 sec : 289 ms : 5309 ns = 289005309 ns
Recursions #: 204  |  Elapsed Time:   0 sec : 285 ms : 763469 ns = 285763469 ns
Recursions #: 206  |  Elapsed Time:   0 sec : 287 ms : 842705 ns = 287842705 ns
Recursions #: 208  |  Elapsed Time:   0 sec : 293 ms : 365325 ns = 293365325 ns
Recursions #: 210  |  Elapsed Time:   0 sec : 293 ms : 625038 ns = 293625038 ns
Recursions #: 212  |  Elapsed Time:   0 sec : 292 ms : 11421 ns = 292011421 ns
Recursions #: 214  |  Elapsed Time:   0 sec : 295 ms : 802904 ns = 295802904 ns
Recursions #: 216  |  Elapsed Time:   0 sec : 300 ms : 210417 ns = 300210417 ns
Recursions #: 218  |  Elapsed Time:   0 sec : 304 ms : 7657 ns = 304007657 ns
Recursions #: 220  |  Elapsed Time:   0 sec : 305 ms : 623321 ns = 305623321 ns
Recursions #: 222  |  Elapsed Time:   0 sec : 294 ms : 322998 ns = 294322998 ns
Recursions #: 224  |  Elapsed Time:   0 sec : 297 ms : 156321 ns = 297156321 ns
Recursions #: 226  |  Elapsed Time:   0 sec : 299 ms : 85602 ns = 299085602 ns
Recursions #: 228  |  Elapsed Time:   0 sec : 317 ms : 527225 ns = 317527225 ns
Recursions #: 230  |  Elapsed Time:   0 sec : 295 ms : 746656 ns = 295746656 ns
Recursions #: 232  |  Elapsed Time:   0 sec : 301 ms : 103502 ns = 301103502 ns
Recursions #: 234  |  Elapsed Time:   0 sec : 302 ms : 355083 ns = 302355083 ns
Recursions #: 236  |  Elapsed Time:   0 sec : 331 ms : 170147 ns = 331170147 ns
Recursions #: 238  |  Elapsed Time:   0 sec : 315 ms : 762184 ns = 315762184 ns
Recursions #: 240  |  Elapsed Time:   0 sec : 311 ms : 140004 ns = 311140004 ns
Recursions #: 242  |  Elapsed Time:   0 sec : 322 ms : 972431 ns = 322972431 ns
Recursions #: 244  |  Elapsed Time:   0 sec : 328 ms : 567873 ns = 328567873 ns
Recursions #: 246  |  Elapsed Time:   0 sec : 318 ms : 897634 ns = 318897634 ns
Recursions #: 248  |  Elapsed Time:   0 sec : 314 ms : 679290 ns = 314679290 ns
Recursions #: 250  |  Elapsed Time:   0 sec : 307 ms : 510723 ns = 307510723 ns
Recursions #: 252  |  Elapsed Time:   0 sec : 317 ms : 803421 ns = 317803421 ns
Recursions #: 254  |  Elapsed Time:   0 sec : 310 ms : 198177 ns = 310198177 ns
Recursions #: 256  |  Elapsed Time:   0 sec : 316 ms : 139092 ns = 316139092 ns
Recursions #: 258  |  Elapsed Time:   0 sec : 318 ms : 550027 ns = 318550027 ns
Recursions #: 260  |  Elapsed Time:   0 sec : 316 ms : 865696 ns = 316865696 ns
Recursions #: 262  |  Elapsed Time:   0 sec : 326 ms : 656171 ns = 326656171 ns
